product_name,brands,ingredients_text,
"Ronzoni, healthy harvest, whole wheat pasta & ancient grains","Ronzoni,New World Pasta Company,Riviana Foods Inc.","Whole durum _wheat_ flour, whole grain flour blend (quinoa, amaranth, millet, sorghum, teff)",
Jarabe de Agave Orgánico,simply healthy sweet,"Edulcorante orgánico. Extraído de la planta de agave azul, listo para servir. Alto poder energético, potenciador de sabor, mayor poder endulzante y bajo indice glicémico.",
The original healthy multi-grain,,,
Healthy carb living elbows,Dakota Growers Pasta Company,"Enriched semolina, [semolina, iron (ferrous sulfate), and b vitamins (niacin, thiamin mononitrate, riboflavin, folic acid)], inulin (vegetable fiber), wheat gluten (plant protein), xanthan gum (food fiber), pectin (fruit fiber), potassium chloride.",
simply nature oat so healthy bread,Simply Nature,"ORGANIC SPROUTED WHOLE. WHEAT, ORGANIC SPROUTED WHOLE WHEAT FLOUR, WATER, ORGANIC HONEY, ORGANIC WHOLE ROLLED OATS, ORGANIC CANE SUGAR, ORGANIC VITAL un WHEAT GLUTEN, CULTURED WHEAT FLOUR, ORGANIC OAT BRAN, YEAST, SEA SALT, ORGANIC OAT FIBER. CONTAINS: WHEAT MAY CONTAIN ORGANIC SOY. PRODUCT OF CANADA",
Energy healthy energy drink natural energy from,,,
"Kind healthy grains, chewy with a crunch granola bar, peanut butter, dark chocolate",Kind,"whole grain blend (oats, brown rice, millet, oat flour, buckwheat, amaranth, quinoa), dried cane syrup, honey, tapioca syrup, peanut butter, canola oil, peanuts, chocolate liquor, sugar, brown rice syrup, gum acacia, peanut flour, sea salt, vanilla extract, cocoa butter, soy lecithin, water, vitamin e (to maintain freshness),",
Sea salt healthy popcorn,,"Air-popped popcorn, algae oil, sea salt.",
"Healthy recipe, cream of chicken condensed soup",,"Chicken stock, modified food starch, wheat flour, chicken meat (cooked chicken meat, water, modified food starch, salt, sodium phosphate), contains less than 2% of: cream, soybean oil, carrot juice concentrate, sea salt, potassium chloride, natural flavor, soy protein concentrate, cooked mechanically separated chicken meat, yeast extract, chicken fat, salt, beta carotene (for color), lactic acid, maltodextrin, citric acid.",
"Peanuts, almonds, pistachios, pecans, & hazelnuts (filberts) heart healthy mix",,"Peanuts, almonds, pistachios, pecans, hazelnuts (filberts), peanut and/or cottonseed oil, sea salt.",
"Lavender chamomile herbal tea bags plus probiotics supports healthy digestion, lavender, chamomile",,"CHAMOMILE, ROSE HIPS, LAVENDER, LICORICE ROOT, NATURAL LAVENDER AND HONEY FLAVOURS WITH OTHER NATURAL FLAVORS, GANEDENBC[caret]30 (BACILLUS COAGULANS GBI-30, 6086)",
"Crisp cucumber sparkling zero calorie healthy electrolyte beverage, crisp cucumber",,"Carbonated water, calcium lactate, natural flavors, mono potassium phosphate, natural sweetener (stevia & erythritol) vitamin b12, vitamin c (ascorbic acid) vitamin d3, contains no fruit juice.",
"Mandarin orange sparkling zero calorie healthy electrolyte beverage, mandarin orange",,"Carbonated water, calcium lactate, natural flavors, mono potassium phosphate, natural sweetener (stevia & erythritol) vitamin b12, vitamin c (ascorbic acid) vitamin d3, contains no fruit juice.",
"100% no pulp healthy heart with omega-3 orange juice, orange",,"100% orange juice, fish oil (anchovy and sardine oils)*, fish gelatin (tilapia)*, sodium ascorbate* and citric acid*.",
"Healthy white enriched bread, healthy white",,"Unbleached enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), water, sugar, wheat gluten, cellulose, yeast, contains 2% or less of each of the following: calcium sulfate, salt, cultured wheat flour, soybean oil, calcium carbonate, guar gum, dough conditioners (contains one or more of the following: monoglycerides, enzymes, ascorbic acid), vinegar, citric acid, monocalcium phosphate, sodium citrate, niacin, iron (ferrous sulfate), thiamin hydrochloride, riboflavin, soy lecithin, folic acid, natamycin (to retard spoilage).",
"Raspberry + acai a lightly sparkling, healthy energy drink with ultra-premium green tea, essential vitamins and nutrients.",,"Carbonated water, taurine, citric acid, natural flavor, malic acid, guarana seed extract, fruit and vegetable juice for color, sodium citrate, calcium lactate, ascorbic acid (vitamin c), green tea, choline bitartrate, sucralose, l carnitine, green tea polyphenols, ginger root extract, niacinamide (vitamin b-3), natural caffeine, calcium d pantothenate (vitamin b-5), pyridoxine hydrochloride (vitamin b-6), biotin, cyanocobalamin (vitamin b-12).",
"Chunky healthy chicken noodle ready to serve soup, chicken noodle",,"Chicken stock, carrots, cooked white chicken meat, enriched pasta (wheat flour, egg white, whole egg, niacin, ferrous sulfate [iron], thiamin mononitrate, riboflavin, folic acid), celery, contains less than 2% of: modified food starch, chicken fat, potassium chloride, yeast extract, salt, flavoring, sugar, spice, sea salt, hydrolyzed wheat gluten, onion powder, ascorbic acid, sodium phosphate, beta carotene (for color).",
"Heart healthy traditional pasta sauce, traditional pasta",,"Tomato puree (water, tomato paste), diced tomatoes in tomato juice, sugar, canola oil, contains less than 1% of: salt, dehydrated garlic, spice, sea salt, potassium chloride, dehydrated onions, citric acid.",
"Healthy cream of chicken condensed soup, cream of chicken",,"Chicken stock, modified food starch, wheat flour, chicken meat (cooked chicken meat, water, modified food starch, salt, sodium phosphate), contains less than 2% of: cream, soybean oil, carrot juice concentrate, sea salt, potassium chloride, natural flavor",
"Healthy cream of mushroom condensed soup, cream of mushroom",,"Water, mushrooms, modified corn starch, wheat flour, contains less than 2% of: soybean oil, cream, sugar, salt, potassium chloride, natural flavoring, soy protein concentrate, calcium carbonate, yeast extract, whey protein concentrate.",
"Healthy tomato condensed soup, tomato",,"Tomato puree (water, tomato paste), water, wheat flour, sugar, contains less than 2% of: soybean oil, salt, potassium chloride, sea salt, natural flavor, citric acid, ascorbic acid.",
"Healthy chicken noodle condensed soup, chicken noodle",,"Chicken broth, enriched egg noodles (wheat flour, eggs, egg whites, niacin, ferrous sulfate [iron], thiamine mononitrate, riboflavin, folic acid), chicken meat (cooked chicken meat, water, modified food starch, salt, sodium phosphate), carrots, contains l",
Campbell's healthy request soup cream chicken,,"Chicken stock, water, modified food starch, wheat flour, cream (milk), chicken meat, contains less than 2% of: vegetable oil, carrot juice concentrate, salt, potassium chloride, dehydrated mechanically separated chicken, flavoring, soy protein concentrate, yeast extract, chicken fat, disodium inosinate and disodium guanylate, soy protein isolate, sodium phosphate, turmeric for color, spice, mixed triglycerides, celery extract, dehydrated chicken, onion extract.",
Campbell's healthy request soup bean bacon,,"Water, pea beans, tomato puree (water, tomato paste), bacon (cured with water, salt, sugar, sodium phosphate, sodium erythorbate, sodium nitrite), carrots, contains less than 2% of: modified food starch, navy bean powder, sugar, potassium chloride, salt, flavoring, dehydrated onions, yeast extract, pork, pork fat, soybean oil, wheat starch, natural smoke flavoring, beef extract, lactic acid, disodium inosinate, disodium guanylate.",
Campbell's healthy request soup tomato,,"Tomato puree (water, tomato paste), water, high fructose corn syrup, wheat flour, contains less than 2% of: vegetable oil (corn, canola, and/or soybean), salt, potassium chloride, flavoring, citric acid, ascorbic acid (vitamin c), monopotassium phosphate, celery extract, garlic oil.",
Campbell's healthy request soup chicken & pasta,,"Chicken stock, enriched egg noodles (wheat flour, eggs, egg whites, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid), chicken meat, carrots, contains less than 2% of: modified food starch, chicken fat, salt, potassium chloride, water, yeast extract, flavoring, onions*, high fructose corn syrup, mechanically separated chicken*, vegetable oil, chicken broth*, disodium inosinate, disodium guanylate, sugar, soy protein isolate, sodium phosphate, beta carotene for color, spice, lactic acid, chicken*, onion extract, garlic extract. *dehydrated",
"Healthy popcorn, sea salt",,"Air-popped popcorn, algae oil, sea salt.",
Healthy cream of mushroom condensed soup,,"Water, mushrooms, modified food starch, wheat flour, contains less than 2% of: soybean oil, salt, cream, whey, potassium chloride, soy protein concentrate, yeast extract, natural flavor, calcium carbonate, onion powder, titanium dioxide (color), garlic powder, disodium guanylate, disodium inosinate, calcium lactate.",
Healthy cream of chicken condensed soup,,"Chicken broth, modified food starch, chicken meat (cooked chicken meat, water, modified food starch, salt, sodium phosphate), wheat flour, contains less than 2% of: cream, salt, soy protein concentrate, soybean oil, chicken fat, maltodextrin, hydrolyzed soy and corn protein, torula yeast, yeast extract, natural flavor, potassium chloride, titanium dioxide (color), onion powder, garlic powder, carrot extract, beta carotene (for color), disodium inosinate, disodium guanylate, citric acid.",
Indulgent blend smoothie,Happy Healthy,"apples, bananas, beets, pineapples, cacao nibs, ascorbic acid, salt, citric acid",
"Healthy mornings, lightly toasted crunchy rice and wheat flakes with almonds & vanilla, lightly toasted almonds & vanilla",,"Rice, whole grain wheat, sugar, honey coated sliced almonds (dry roasted almonds, sugar, honey, maltodextrin, salt, bht [a preservative]), wheat bran, soluble wheat fiber, salt, corn syrup, malt syrup, natural and artificial flavor, bht (a preservative). vitamins and minerals: sodium ascorbate (vitamin c), alpha tocopherol acetate (vitamin e), reduced iron, niacinamide, vitamin a palmitate, pyridoxine hydrochloride (vitamin b6), riboflavin (vitamin b2), thiamin mononitrate (vitamin b1), folic acid, vitamin b12, vitamin d.",
Guilt-free cinema healthy popcorn,,"Air-popped popcorn, algae oil, whole algae flour, sea salt.",
"Chicken noodle healthy chunky ready-to-serve soup, chicken noodle",,"Chicken broth, carrots, chicken meat (cooked white chicken meat, water, modified corn starch, salt, sodium phosphate), enriched pasta (durum wheat flour, water, egg white, whole egg, niacin, ferrous sulfate [iron], thiamin mononitrate, riboflavin, folic acid), celery, contains less than 2% of: sea salt, modified corn starch, chicken fat, yeast extract, sugar, hydrolyzed wheat gluten, onion powder, natural flavor, potassium chloride, garlic powder, ascorbic acid, beta carotene (for color), spice.",
"Healthy multi-grain bread, multi-grain",,"Whole wheat flour, water, wheat gluten, sugar, bulgur wheat, cellulose fiber, flaxseed, cornmeal, oats, brown rice, black & white sesame seeds, soybean oil, yeast, salt, preservatives (calcium propionate, sorbic acid), datem, monoglycerides, grain vinegar, poppy seeds, soy, calcium sulfate, reb a (stevia leaf sweetener), soy lecithin, whey.",
Healthy grains dark chocolate chunk granola bars,,"Oats, cane sugar, semi-sweet chocolate (sugar, chocolate liquor, cocoa butter, soy lecithin, vanilla extract), canola oil, tapioca syrup, brown rice, millet, honey, coconut, buckwheat, amaranth, molasses, brown rice flour, oat flour, gum acacia, quinoa, sea salt, brown rice syrup, vanilla extract, vitamin e (tocopherols to maintain freshness).",
Heart healthy mix,,"Dried cranberries (cranberries, sugar, sunflower oil), raisins, almonds, cashews, pumpkin kernels, walnuts.",
Healthy hydration for skin & body,,"Gac fruit puree (gac fruit, filtered water), grape juice concentrate, apple juice concentrate, organic maple syrup, organic beetroot juice, organic mixed berries natural flavors.",
Healthy mushrooms,,,
Heart healthy mix,,"Peanuts, almonds, pistachios, pecans, hazelnuts (filberts), peanut and/or cottonseed oil, sea salt.",
Heart healthy mix,,"Peanuts, almonds, pistachios, pecans, hazelnuts (filberts), peanut and/or cottonseed oil, sea salt.",
"Seoul, fresh and healthy kim chi, original",,,
Healthy energy drink,,"Carbonated water, citric acid, taurine guarana seed extract, vegetable juice for color, sodium citrate, choline bitartrate, calcium lactate, ascorbic acid (vitamin c), green tea, natural flavor, sucralose, l carnitine, niacinamide (vitamin b-3), natural caffeine, ginger root extract, calcium d pantothenate (vitamin b-5), biotin, pyridoxine hydrochloride (vitamin b-6), cyanocobalamin (vitamin b-12).",
"Healthy source instant oatmeal, cinnamon",,"Whole grain rolled oats (with oat bran), soy protein isolate, polydextrose, salt, oat flour, guar gum, cinnamon, calcium carbonate, soy lecithin, natural flavor, sucralose, caramel color, niacinamide*, reduced iron, vitamin a palmitate, pyridoxine hydrochloride*, riboflavin*, thiamin mononitrate*, folic acid*.",
"Healthy cream of mushroom condensed soup, cream of mushroom",,"Water, mushrooms, modified food starch, wheat flour, contains less than 2% of: soybean oil, cream, sugar, salt, potassium chloride, natural flavoring, soy protein concentrate, calcium carbonate, yeast extract, whey protein concentrate.",
"Healthy multi-grain bread, healthy multi-grain",,"Whole wheat flour, water, wheat gluten, sugar, bulgur wheat, flaxseed, black & white sesame seeds, soybean oil, yeast, salt, cornmeal, oats, brown rice, cultured wheat starch, grain vinegar, poppy seeds, reb a (stevia leaf sweetener), soy lecithin, citric acid, soy, whey.",
All natural healthy seed bread,,"Whole wheat, pumpernickel, rye flour, starter, yeast, oats, flax seeds, pumpkin seeds, sunflower seeds, water",
"Healthy choice, portabella marsala pasta",,"Cooked 9 grain pasta (water, whole grain flours [ wheat {ultragrain} barley {sustagrain}, rye, oats, amaranth, quinoa, millet, sorghum, teff], wheat semolina, egg white), baby portabella mushrooms, water, fontina cheese (pasteurized milk, cheese culture, salt, enzymes), contains 2% or less of: marsala wine, corn starch, extra virgin olive oil, onion puree (onion, evaporated cane syrup, sea salt), sugar, garlic, salt, parsley, evaporated cane syrup, mushroom juice, yeast extract, natural flavors (contains soy), maltodextrin, spices, turmeric, tapioca starch, canola oil, whey powder, xanthan gum.",
